0,1
11,485
12,619
11,478
14,547
11,708
12,624
14,553
11,465
12,634
11,728
14,709
11,755
6,608
11,583
11,674
13,610
11,550
14,717
11,751
11,760
11,555
11,638
12,681
11,610
17,568
11,741
11,629
11,481
11,567
12,634
11,683
11,800
11,803
11,853
11,710
11,731
11,752
11,836
11,679
11,763
12,904
11,752
11,857
12,762
11,752
11,617
11,583
11,832
11,576
11,759
12,811
11,761
12,734
11,816
11,915
11,721
11,779
11,783
11,817
11,691
11,764
11,937
11,716
11,635
12,860
11,669
12,627
11,674
11,854
11,609
11,854
11,769
11,783
11,706
11,909
11,778
11,628
11,869
11,775
11,812
12,715
11,851
11,785
10,767
11,703
10,873
10,903
10,808
10,813
10,965
